# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 3
69,52,33,71,27,24,11,41,37,26,14,56,68,25,19,44,55,18,17,16,72,1,65,73,51,23,66,30,29,64,80,45,10,74,77,9,79,4,28,61,8,20,59,15,31,81,57,49,36,46,40,21,7,60,34,0,63,38,48,42,22,35,58,43,5,53,2,67,75,76,32,50,39,12,47,6,3,13,78,62,70,54 3666.0 102.99600000000001 11.0
69,29,33,80,25,68,54,11,58,63,53,73,23,42,32,16,75,28,72,8,51,57,36,19,27,38,43,52,18,22,35,6,62,12,5,10,55,47,70,61,2,20,59,15,4,81,1,49,56,64,40,45,7,60,77,0,46,17,14,9,67,41,71,21,76,48,74,34,79,50,26,31,37,24,66,30,3,13,78,65,39,44 3573.0 50.602000000000004 18.0
79,29,57,36,18,66,63,11,16,28,52,8,47,13,21,62,74,67,26,77,15,60,35,56,45,54,32,41,2,61,43,12,50,25,72,37,81,34,4,22,39,59,23,75,69,9,73,5,76,6,78,70,71,20,53,7,42,3,10,64,17,51,49,24,65,38,30,27,0,1,31,80,40,55,48,68,14,46,33,58,19,44 3557.0 57.108000000000004 15.0
54,59,39,65,11,1,38,35,42,13,40,10,6,25,63,15,55,23,17,76,51,57,49,81,2,0,14,44,37,30,53,73,21,20,67,9,75,24,47,72,66,77,46,19,69,36,8,5,41,4,78,70,71,61,60,80,7,32,43,62,33,29,56,74,18,26,34,45,27,12,50,48,31,52,58,22,79,64,28,16,68,3 3680.0 55.983999999999995 14.0
50,39,3,80,25,68,54,11,58,63,53,73,23,42,32,16,75,46,12,76,51,57,36,19,27,38,43,52,18,22,35,6,62,72,5,10,55,47,70,61,2,20,59,15,4,81,1,49,56,64,40,45,7,60,77,0,28,17,66,9,33,29,14,21,30,26,71,44,13,48,8,37,24,69,74,65,67,31,78,41,79,34 3437.0 84.71200000000002 13.0
54,59,39,67,11,1,38,35,42,13,40,10,6,25,53,15,2,23,17,8,47,57,49,36,55,27,14,74,52,0,63,76,44,61,30,81,28,58,80,16,22,34,45,62,69,48,73,5,41,4,78,70,71,20,60,51,7,32,43,19,33,29,56,21,18,26,77,46,12,50,9,31,37,24,66,79,64,75,72,68,65,3 3349.0 53.21800000000001 18.0
69,18,33,0,68,5,31,58,24,63,53,73,62,42,32,16,55,49,6,65,35,11,23,81,2,64,14,56,52,76,22,51,48,40,37,10,3,66,70,61,74,20,59,17,80,7,57,60,43,79,34,36,28,75,50,12,78,15,38,9,67,41,25,45,1,30,44,27,77,19,72,13,54,47,21,39,26,71,4,29,46,8 3898.0 106.372 10.0
54,59,39,67,11,1,38,35,42,13,40,10,6,25,53,15,2,23,58,8,51,57,49,36,55,44,14,74,52,0,63,76,27,61,30,81,28,17,80,16,22,34,45,62,69,48,73,5,41,4,78,70,71,20,60,47,7,32,43,19,33,29,56,21,18,26,77,46,12,50,9,31,37,24,66,79,64,75,72,68,65,3 3332.0 70.248 14.0
54,59,39,67,11,1,38,35,42,13,40,10,6,25,63,15,55,23,17,76,51,57,49,81,2,0,14,74,52,27,53,8,44,61,30,36,28,58,80,16,22,34,45,62,69,48,73,5,41,4,78,70,71,20,60,47,7,32,43,19,33,29,56,21,18,26,77,46,12,50,9,31,37,24,66,79,64,75,72,68,65,3 3374.0 61.69800000000001 14.0
54,59,39,67,11,1,38,35,42,13,40,10,6,25,53,15,2,23,17,8,51,57,49,36,55,27,14,74,52,65,63,76,44,61,30,81,28,58,80,16,22,34,45,62,69,48,73,5,41,4,78,70,71,20,60,47,7,32,43,19,33,29,56,21,18,26,77,46,64,50,9,31,37,24,66,79,12,75,72,68,0,3 3291.0 57.114000000000004 19.0
