# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 3
76,52,48,55,49,75,30,31,6,25,74,1,3,18,0,73,10,60,67,37,32,71,34,4,8,36,17,61,42,51,53,72,57,26,23,14,11,58,15,44,22,2,46,40,64,68,28,7,70,63,21,50,33,29,12,35,41,62,19,24,39,9,54,66,16,38,69,65,13,5,47,27,20,59,43,56,45 3443.0 63.25800000000001 12.0
49,8,32,3,29,22,65,38,55,25,37,21,12,11,59,44,43,36,75,16,74,69,0,72,14,10,63,42,27,23,47,24,33,50,66,7,62,6,54,41,19,1,5,31,18,60,46,68,2,34,26,73,17,76,57,58,51,67,61,4,52,71,20,28,15,35,64,56,30,40,45,13,48,70,53,39,9 3178.0 74.97800000000002 15.0
57,15,73,8,16,4,62,74,28,67,75,45,30,29,24,52,55,40,6,9,1,35,43,12,63,72,18,5,20,53,17,3,42,31,34,26,65,39,70,11,36,59,49,56,25,76,41,38,7,50,0,21,33,46,60,10,64,47,2,32,51,66,14,23,61,58,27,37,71,22,68,13,48,19,69,44,54 3282.0 49.44 14.0
73,2,9,12,34,49,52,30,29,60,42,17,15,27,1,32,23,22,47,45,31,67,24,63,37,28,43,14,64,25,75,56,35,6,11,5,62,66,19,3,44,55,58,18,59,76,41,38,7,50,0,21,70,33,46,72,26,4,53,51,69,61,20,8,16,68,74,71,10,40,57,13,48,65,36,39,54 3410.0 72.354 12.0
49,41,0,32,29,2,20,31,8,51,74,1,3,44,63,39,19,35,12,9,37,33,5,22,54,28,26,42,72,59,21,75,15,11,68,73,62,6,64,4,67,55,46,25,61,69,65,7,16,48,17,52,27,47,43,60,66,30,18,71,36,70,57,76,45,14,56,23,40,50,58,24,38,10,53,34,13 3491.0 53.936000000000014 12.0
49,75,33,32,69,4,29,7,71,28,76,9,64,5,59,44,36,43,15,16,74,67,0,72,14,8,20,41,55,1,61,42,38,37,12,6,11,54,73,66,2,17,22,24,30,21,68,18,60,19,27,57,26,62,52,45,23,40,10,25,51,39,63,35,34,58,56,50,65,3,47,13,48,70,53,31,46 3283.0 58.88 13.0
52,67,62,39,47,73,76,3,34,37,8,65,0,32,31,75,43,59,27,45,30,5,24,51,71,28,64,36,17,61,42,38,53,72,70,23,14,11,58,15,44,22,2,46,40,41,68,26,19,29,33,55,13,50,48,9,6,63,57,54,49,66,21,1,16,25,74,60,4,56,10,18,35,69,12,20,7 3202.0 59.36000000000001 14.0
49,41,59,0,32,29,4,14,25,51,26,6,9,65,70,61,39,64,35,12,1,37,33,57,46,54,28,8,45,72,74,75,15,68,11,5,62,66,19,3,44,17,22,24,30,21,71,52,34,27,73,55,23,58,16,18,60,10,50,40,48,69,56,47,42,38,31,36,63,13,67,53,20,2,43,76,7 3151.0 51.96000000000001 17.0
69,67,65,44,63,23,52,39,25,15,40,2,48,13,75,4,68,0,8,53,47,62,70,7,18,20,41,36,17,61,42,38,74,64,6,11,5,24,66,19,1,60,73,46,9,37,58,32,27,54,71,21,30,33,57,26,55,16,34,51,3,29,12,45,72,31,49,43,56,10,28,50,59,76,22,35,14 3036.0 78.564 18.0
69,67,65,44,63,23,52,39,25,15,68,2,48,13,4,40,0,8,53,41,38,74,18,20,62,36,17,61,42,70,7,64,6,11,5,24,66,19,1,60,73,46,71,9,37,58,32,27,75,21,30,33,57,26,55,16,47,34,51,3,29,12,45,72,31,49,43,56,10,28,50,59,76,54,22,35,14 3105.0 81.272 15.0
52,36,32,67,47,23,76,3,34,37,55,43,14,29,31,15,13,22,56,45,30,44,49,63,71,28,8,42,72,18,39,75,38,74,16,6,11,5,24,66,19,1,60,73,46,9,59,65,68,2,27,64,26,50,48,51,53,41,57,54,70,12,40,61,33,25,0,62,4,17,10,58,35,69,21,20,7 3229.0 66.68800000000002 13.0
49,15,0,25,42,4,12,7,50,63,26,53,1,58,11,16,60,46,72,45,59,47,31,65,18,20,41,36,17,61,75,38,74,64,6,5,62,66,19,3,44,68,22,24,30,21,13,71,52,34,27,73,55,48,57,67,23,43,10,2,32,51,39,70,28,69,29,56,37,8,40,33,76,54,9,35,14 3209.0 57.04800000000001 16.0
15,12,49,73,70,13,35,40,51,41,64,29,58,74,3,38,17,22,2,27,37,44,21,39,68,42,76,31,20,11,60,48,54,62,9,52,36,0,8,45,16,19,32,57,18,75,23,56,7,50,10,55,33,47,43,5,66,30,61,71,59,1,25,26,4,14,69,65,28,46,63,24,72,6,53,34,67 3131.0 47.120000000000005 18.0
