# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 3
64,74,62,15,81,78,30,48,13,28,79,65,60,32,35,88,26,44,41,73,2,63,87,38,37,9,51,45,83,0,54,36,24,84,16,59,82,34,57,61,67,42,18,85,72,52,76,25,3,70,10,46,68,19,58,43,66,86,77,1,55,29,49,17,23,4,50,47,69,20,40,8,71,75,7,14,31,12,53,5,80,56,22,27,21,11,39,33,6 4123.0 78.28599999999999 16.0
45,31,7,34,84,59,24,87,60,48,10,51,65,9,76,26,53,20,33,1,72,3,35,0,2,78,86,74,77,80,71,6,52,69,44,29,14,47,81,40,12,73,22,54,50,19,8,21,75,82,79,15,43,11,68,57,56,4,18,27,5,23,37,28,39,62,70,88,36,49,46,58,41,30,64,42,66,83,32,67,13,61,63,55,16,17,25,85,38 3406.0 55.22 23.0
45,31,7,34,84,59,24,87,76,60,18,10,56,65,9,26,53,86,33,1,81,61,3,35,4,2,78,20,74,27,80,15,6,52,64,70,14,29,21,40,12,73,25,57,8,32,67,88,44,77,23,71,43,63,79,22,17,39,54,5,82,0,48,11,51,28,68,62,75,47,36,69,49,46,58,41,42,66,30,83,19,50,13,55,16,72,37,85,38 3903.0 59.93000000000001 19.0
45,31,7,34,84,59,24,87,76,60,48,10,51,65,9,26,53,20,33,1,72,3,35,0,2,78,86,77,74,22,6,52,80,44,69,14,29,47,81,40,12,73,54,50,71,19,8,21,75,82,79,15,43,11,68,57,56,4,18,27,5,23,37,28,39,62,70,88,36,49,46,58,41,30,64,42,66,83,32,67,13,61,63,55,16,17,25,85,38 3408.0 50.825 23.0
45,31,7,34,84,59,24,87,76,60,18,13,56,65,9,26,53,86,33,41,1,61,3,35,4,2,78,20,74,27,80,15,6,64,70,14,52,29,21,40,12,73,25,57,8,32,67,88,44,77,23,71,43,79,17,39,54,82,0,48,22,5,11,51,28,68,62,75,47,36,69,49,46,58,81,42,66,30,83,19,50,10,63,55,16,72,37,85,38 3951.0 62.730000000000004 18.0
45,31,7,34,84,59,24,87,76,60,48,10,51,65,9,26,53,86,33,1,72,3,35,0,2,78,20,74,77,22,6,52,80,44,69,14,29,47,81,40,12,73,54,67,71,19,8,21,75,82,79,15,18,13,68,57,56,4,43,27,5,23,37,28,39,62,49,88,36,70,46,58,41,66,64,42,30,83,32,50,11,61,63,55,25,16,17,85,38 3628.0 55.22 20.0
45,31,7,34,84,59,24,87,76,60,48,10,56,65,9,26,53,86,33,1,72,3,35,0,2,78,20,74,77,80,71,6,52,44,69,14,29,47,81,40,12,82,73,22,54,57,21,75,79,67,25,43,23,68,19,13,16,4,18,27,5,11,37,28,39,62,70,88,36,49,46,58,41,64,42,66,30,83,51,32,38,50,63,55,17,8,61,15,85 3613.0 69.63499999999999 20.0
#
4,76,3,1,75,11,35,52,64,86,40,88,48,24,59,74,53,36,73,65,49,78,17,13,82,32,30,41,45,51,0,47,29,10,60,80,22,28,26,81,5,85,79,50,67,23,68,62,25,87,31,38,16,61,8,55,27,84,9,6,21,19,2,46,70,72,43,42,56,57,63,58,77,33,34,37,71,39,44,7,14,18,12,54,69,83,15,66,20 3747.0 52.13000000000001 19.0
4,76,3,27,75,11,35,60,12,40,9,10,45,44,59,74,53,36,34,73,0,84,1,47,13,23,55,42,63,41,86,19,48,69,65,56,71,7,81,5,85,79,46,67,68,66,62,49,31,38,16,61,8,28,33,29,64,14,2,57,70,72,58,30,22,39,15,17,77,21,51,32,87,26,37,24,25,52,80,6,43,18,50,82,54,83,88,78,20 3890.0 103.58500000000001 14.0
4,76,3,27,48,35,11,60,12,40,9,10,45,44,59,74,53,36,34,73,65,0,29,1,47,13,23,55,42,21,41,86,70,75,69,56,71,7,81,5,79,46,67,68,66,62,25,85,33,28,31,38,16,61,84,64,14,8,2,57,20,19,72,17,30,58,39,88,22,77,63,51,32,43,37,24,49,52,80,26,6,87,18,82,78,83,50,15,54 3431.0 79.415 16.0
4,76,3,27,75,80,60,11,12,40,9,10,45,44,59,74,53,36,34,73,65,0,29,52,47,13,23,43,42,63,41,86,70,48,72,56,71,7,81,5,46,67,68,66,85,20,1,62,25,31,16,61,8,28,33,84,64,38,14,2,57,19,79,17,30,58,39,88,22,77,21,51,32,55,37,24,49,26,6,87,35,18,82,50,54,83,15,78,69 3887.0 69.61500000000001 15.0
4,76,3,27,75,17,60,11,12,40,9,10,45,44,59,74,53,36,34,73,65,0,29,1,47,13,23,55,42,63,41,86,70,48,69,56,71,7,81,5,20,79,46,84,68,61,62,25,33,28,31,67,8,16,66,85,64,38,14,2,57,19,72,35,30,58,39,88,22,77,21,51,32,43,37,24,49,52,80,26,6,87,18,82,78,83,50,15,54 3673.0 64.015 16.0
4,76,3,27,48,35,60,11,12,40,9,10,45,44,59,74,53,36,34,73,65,0,29,1,47,13,23,55,42,21,41,86,70,75,69,56,71,7,81,5,79,46,67,68,66,62,25,85,33,28,31,38,16,61,8,64,14,84,2,57,20,19,72,17,30,58,39,88,22,77,63,51,32,43,37,24,49,52,80,26,6,87,18,82,78,83,50,15,54 3428.0 83.31500000000001 16.0
4,76,3,27,75,35,60,11,12,67,9,10,45,44,59,74,53,36,34,73,72,65,0,29,1,47,13,23,55,42,86,63,41,70,69,48,56,71,7,81,5,46,79,40,68,66,62,25,85,33,28,31,8,16,61,84,64,14,30,38,2,57,20,19,17,58,39,88,22,77,21,51,32,43,37,24,49,52,6,80,26,87,18,82,78,83,50,15,54 3498.0 76.815 18.0
4,76,3,27,75,35,60,11,12,40,9,10,45,44,59,74,53,36,34,73,65,0,29,1,47,13,23,55,42,86,63,41,19,69,56,79,71,7,81,5,62,38,46,67,68,66,25,85,31,48,16,61,8,28,33,84,64,17,14,2,57,70,30,72,58,20,39,88,22,77,21,51,32,43,37,24,49,6,52,80,26,87,18,82,78,83,50,15,54 3465.0 77.815 18.0
