# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 6
19,17,31,32,24,16,22,18,30,29,28,13,11,8,27,3,23,14,1,6,15,21,25,10,5,0,12,7,9,20,2,4,26 1312.0 37.06399999999999 9.0 67200.0 0.7594484016749381 21.245
19,17,31,32,24,16,8,14,5,29,28,13,11,22,30,18,23,6,3,1,15,21,0,10,25,12,7,27,9,20,2,4,26 1549.0 33.144 6.0 99200.0 0.723642353598015 20.92
#
3,18,21,5,19,13,29,24,23,31,32,11,9,25,22,1,27,14,26,12,10,7,2,28,0,16,17,8,30,20,4,6,15 1085.0 21.28 10.0 41900.0 0.8369162799773756 22.809999999999995
3,21,5,32,13,19,29,24,23,25,11,9,7,10,1,27,14,31,22,26,12,18,28,0,16,17,8,30,20,2,4,6,15 1188.0 33.35 10.0 45200.0 0.8397357470077361 22.200000000000003
3,21,5,32,13,19,29,24,23,25,11,9,31,22,1,18,27,14,26,10,7,2,12,28,0,16,17,8,30,20,4,6,15 1191.0 34.35 10.0 44100.0 0.839365747007736 22.200000000000003
#
20,17,1,10,13,29,22,30,8,23,18,6,14,11,26,24,12,3,5,28,9,21,32,27,0,4,19,16,2,31,15,25,7 1113.0 20.62 9.0 44500.0 0.8434830936724566 23.293
20,17,1,10,25,12,19,22,8,30,23,18,6,11,26,24,13,3,5,28,9,21,32,27,4,29,16,0,2,31,15,14,7 1173.0 17.804000000000002 8.0 52600.0 0.8439290936724566 23.314
14,17,12,10,15,7,19,22,30,23,8,18,6,11,26,1,16,13,3,5,4,28,9,32,27,24,29,0,21,25,31,20,2 1308.0 21.020000000000003 8.0 71000.0 0.7595233728287841 20.854999999999997
20,17,29,15,13,19,3,8,30,23,18,6,11,10,24,22,4,14,5,28,21,1,12,27,0,32,25,16,7,26,31,9,2 1315.0 24.05 6.0 71600.0 0.8686314373449132 23.142
15,20,17,1,10,13,19,22,14,30,8,18,6,11,26,24,12,3,5,28,9,21,32,27,0,29,16,4,2,31,23,25,7 1464.0 42.7 7.0 91200.0 0.805003337158809 20.901
20,17,1,10,13,19,22,30,8,23,18,6,14,11,26,5,24,12,3,28,9,15,32,27,4,0,29,16,7,21,31,25,2 1157.0 25.619999999999997 8.0 49900.0 0.8343059010545907 23.192
20,17,1,10,13,19,22,30,8,23,18,6,14,11,26,24,12,3,5,28,9,15,32,27,0,29,16,4,2,31,21,25,7 1209.0 25.619999999999997 8.0 48500.0 0.8420381606699752 23.331999999999997
20,17,1,10,25,13,19,22,30,8,23,18,6,11,26,24,12,3,5,28,9,21,32,14,4,0,29,16,7,15,31,27,2 1156.0 20.419999999999998 8.0 50000.0 0.8438750936724566 23.314
20,17,1,10,15,12,19,22,8,30,23,18,6,11,26,24,13,3,5,28,9,21,27,14,4,0,29,16,7,25,31,32,2 1210.0 22.176 8.0 57400.0 0.8346699010545907 23.192
#
28,27,26,29,24,8,30,19,32,12,7,6,31,2,15,1,21,5,0,14,16,17,11,25,23,22,10,3,4,13,20,9,18 1150.0 19.946 10.0 49800.0 0.8684930585680922 22.895000000000003
28,27,26,29,24,8,30,19,32,12,7,17,6,31,2,15,16,21,5,0,1,14,11,25,23,22,10,3,4,13,20,9,18 1165.0 18.8 9.0 53600.0 0.9150301503795066 22.895000000000003
19,27,26,24,8,29,28,6,32,7,17,30,31,2,0,5,15,16,21,1,14,12,11,25,23,22,10,3,4,20,9,18,13 1228.0 31.844 10.0 57400.0 0.7155309404466501 20.639999999999997
27,26,29,19,24,8,28,6,32,7,31,30,2,15,0,5,4,16,21,13,14,12,11,25,23,22,10,3,17,20,1,9,18 1205.0 39.364000000000004 10.0 54000.0 0.7459409576612908 22.015
28,27,26,29,6,8,30,19,32,7,17,24,31,2,0,5,15,16,21,1,14,12,11,25,23,22,10,3,4,20,9,18,13 1293.0 23.1 10.0 55700.0 0.8601914698584147 23.445
19,27,26,24,8,29,28,6,32,7,31,30,2,4,0,5,15,16,21,13,1,12,11,14,23,22,10,3,17,20,25,9,18 1455.0 50.564 10.0 56200.0 0.6930779858870969 21.18
28,27,26,29,6,8,30,19,32,7,17,24,31,2,0,5,15,16,21,1,14,12,11,25,23,22,10,3,4,20,13,9,18 1197.0 23.1 8.0 77800.0 0.8590635827616405 23.445
27,26,29,19,24,8,28,6,32,7,31,30,2,4,0,5,15,16,21,13,1,12,11,14,23,22,10,3,17,20,25,9,18 1171.0 39.264 10.0 51500.0 0.7737203447580647 21.84
#
20,23,4,16,12,9,7,1,10,5,6,29,30,27,31,18,19,21,32,25,8,15,13,11,22,0,3,17,2,28,24,26,14 1175.0 34.6 10.0 50100.0 0.8085123250620347 23.212
20,23,4,16,12,9,7,1,10,5,31,26,6,29,30,27,19,18,11,32,8,15,21,13,22,0,17,2,3,25,28,24,14 1196.0 46.44 9.0 94800.0 0.7153338734491316 20.7
20,23,21,16,7,9,12,1,10,5,6,31,24,29,30,27,18,19,11,32,26,15,8,4,13,22,0,17,2,3,25,28,14 1176.0 21.844 10.0 53400.0 0.8097100074441689 23.017999999999997
20,16,12,9,7,1,27,5,4,26,6,18,32,30,29,10,31,19,23,11,15,8,21,13,22,0,17,2,25,3,28,24,14 1180.0 30.224000000000004 8.0 56900.0 0.8794997937344914 22.913999999999998
20,23,27,16,12,9,7,5,24,22,6,18,32,30,29,31,19,11,10,26,15,8,21,13,1,0,17,2,3,25,28,4,14 1322.0 24.156 7.0 71400.0 0.7895064665012407 22.913999999999998
5,23,4,16,12,9,7,3,1,20,10,6,29,30,27,31,19,18,11,0,8,15,21,13,22,32,17,2,28,26,24,25,14 1393.0 26.04 7.0 81300.0 0.8102408833746898 22.85
20,23,21,16,12,9,1,7,10,4,6,29,30,31,18,19,32,5,11,25,8,15,13,22,0,17,24,26,28,27,2,3,14 1181.0 24.340000000000003 10.0 52400.0 0.8362791687344914 22.878
20,23,22,16,6,9,24,7,5,4,12,18,32,30,29,31,19,11,10,26,15,8,21,13,1,0,17,2,3,25,27,28,14 1259.0 22.526000000000003 9.0 62500.0 0.8812534041563276 22.877999999999997
20,23,4,16,12,9,1,7,10,5,6,29,30,27,31,18,19,11,32,26,15,8,24,13,22,0,17,2,3,25,28,21,14 1243.0 27.460000000000004 7.0 60400.0 0.8603457146401985 22.913999999999998
23,11,4,16,12,9,7,24,1,20,10,5,6,29,30,27,19,18,26,25,32,8,15,21,13,22,0,17,2,3,28,31,14 1508.0 32.16 8.0 94100.0 0.717145330024814 20.655
20,23,4,16,12,9,1,7,10,5,6,29,30,27,31,18,19,11,32,26,15,8,21,13,22,0,17,2,3,25,28,24,14 1202.0 27.460000000000004 8.0 55400.0 0.8365811687344913 22.913999999999998
23,25,4,16,12,9,7,3,1,20,11,6,29,8,27,31,19,18,10,26,15,30,21,13,22,32,17,2,28,5,24,0,14 1436.0 35.46 9.0 86000.0 0.7162393300248139 20.654999999999998
20,23,4,16,12,9,7,10,5,6,29,30,1,27,31,18,19,11,32,26,15,8,24,13,22,0,17,2,3,25,28,21,14 1293.0 37.6 9.0 64400.0 0.8088507146401985 23.212
23,25,4,16,12,9,7,3,1,20,10,6,29,30,27,31,19,18,11,0,8,15,21,13,22,32,17,2,28,5,24,26,14 1551.0 31.55 8.0 101600.0 0.7187809404466502 20.58
20,23,4,16,12,9,7,1,10,31,26,6,29,30,27,19,18,32,25,8,15,5,11,13,22,0,3,17,2,28,24,21,14 1183.0 36.0 10.0 52700.0 0.7802383300248139 22.537
#
32,29,3,4,22,24,31,5,18,11,26,1,8,19,15,9,13,27,14,2,10,28,12,23,21,16,7,25,20,0,17,6,30 1088.0 23.944000000000003 11.0 41500.0 0.815247455024814 22.673000000000002
32,29,3,4,24,5,2,18,11,1,8,26,17,15,23,30,9,13,21,14,31,10,28,0,12,27,16,7,22,19,25,20,6 1293.0 25.05 8.0 68400.0 0.8426507468982631 23.237000000000002
32,29,3,4,22,24,31,5,18,11,26,1,8,19,15,9,13,27,14,2,10,28,12,23,16,7,25,20,0,17,21,6,30 1096.0 20.824 11.0 43300.0 0.8151774550248138 22.673000000000002
32,29,3,4,24,31,5,18,11,26,1,8,19,15,23,9,13,21,14,2,10,28,0,12,17,30,22,7,16,25,27,20,6 1186.0 20.564 10.0 53800.0 0.816591455024814 22.637
26,32,31,4,24,18,5,19,11,0,1,27,21,28,30,9,13,14,6,3,10,15,22,12,8,23,29,7,16,20,25,17,2 1246.0 29.324 7.0 61900.0 0.7905017115384615 21.145
26,32,31,4,24,18,5,3,11,29,1,27,21,28,30,9,13,14,2,19,10,8,22,12,23,16,7,0,17,20,25,15,6 1239.0 28.044 10.0 60800.0 0.7947558007133995 20.879999999999995
26,32,31,4,24,18,5,3,11,0,1,27,9,23,30,21,17,13,14,2,10,15,22,12,25,28,7,16,29,8,20,19,6 1399.0 25.39 7.0 81000.0 0.7995870865384616 21.295
32,29,3,4,24,22,31,5,18,11,26,1,8,19,15,9,13,27,14,2,10,28,12,23,21,16,7,25,20,0,17,6,30 1093.0 31.444000000000003 11.0 41700.0 0.8229289388957817 22.031
32,29,3,4,24,17,31,5,18,11,26,1,21,16,15,30,9,13,14,2,10,28,22,12,23,0,27,25,7,8,20,19,6 1247.0 26.546000000000003 9.0 61900.0 0.8431486702853598 23.223
32,29,3,4,24,17,31,5,18,11,26,1,8,19,15,30,9,13,14,2,10,28,22,12,23,0,27,25,7,21,16,20,6 1129.0 23.26 10.0 46500.0 0.8148616082506203 22.616999999999997
32,29,3,4,24,22,31,5,18,11,26,1,8,19,15,9,13,27,14,2,10,28,12,23,25,16,7,20,0,17,21,6,30 1101.0 28.324 11.0 43500.0 0.8228589388957817 22.031
#
28,5,10,18,27,24,1,13,30,31,32,23,29,17,9,21,22,26,14,0,6,19,3,4,12,15,11,2,25,16,7,20,8 1064.0 28.240000000000002 10.0 37600.0 0.861609078711137 23.1
28,26,5,10,18,24,1,13,30,22,32,23,29,17,9,21,31,27,14,0,6,19,3,4,12,15,11,2,25,16,7,20,8 1064.0 39.71 10.0 42500.0 0.8503020676817253 23.080000000000002
28,5,1,26,8,31,24,13,30,29,10,32,23,17,9,21,22,27,14,0,6,19,3,4,12,15,11,2,25,16,20,18,7 1132.0 23.240000000000002 9.0 46600.0 0.8858576246168441 23.1
23,5,32,18,27,24,1,13,30,29,15,28,17,9,21,22,14,0,6,19,3,4,31,12,11,2,10,25,16,26,7,20,8 1433.0 32.620000000000005 8.0 87300.0 0.7803662142266337 21.991999999999997
32,5,10,23,18,9,24,1,13,30,29,15,28,17,21,22,31,26,14,0,6,19,3,4,12,27,11,2,25,16,7,20,8 1306.0 23.096000000000004 9.0 69900.0 0.8069162583746898 22.442
23,5,32,18,27,24,1,13,30,29,15,28,17,9,21,22,26,14,0,6,19,3,4,31,12,11,2,25,16,7,10,20,8 1467.0 31.020000000000003 10.0 91200.0 0.7822426501240695 22.022
23,5,24,25,13,27,1,18,30,29,10,15,28,17,9,21,22,26,14,0,6,19,3,4,31,12,11,32,16,7,2,20,8 1641.0 47.546000000000014 7.0 113300.0 0.811448890508685 20.490000000000002
28,5,10,18,26,24,1,13,30,29,32,23,31,17,9,21,22,27,14,0,6,19,3,4,12,15,11,2,25,16,7,20,8 1079.0 28.240000000000002 9.0 40500.0 0.8850576246168441 23.1
23,5,32,18,27,24,1,13,30,29,15,28,17,9,21,22,14,0,6,19,3,4,31,12,26,2,10,25,16,7,11,20,8 1458.0 32.620000000000005 8.0 89800.0 0.777640547559967 21.49
28,5,1,26,8,10,24,18,30,31,32,29,23,17,9,11,21,22,27,14,0,6,19,3,4,12,15,2,25,16,20,13,7 1165.0 29.5 8.0 50800.0 0.9049237592322289 23.225
#
