# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 3
31,10,50,55,24,79,26,48,70,19,74,41,75,38,39,17,4,44,25,18,8,3,5,51,52,58,21,81,0,71,77,34,78,28,36,32,12,13,35,33,23,62,45,68,9,46,30,43,37,16,53,29,20,7,27,47,6,54,61,49,2,73,66,63,15,80,56,59,22,57,14,64,11,72,67,65,42,40,60,76,69,1 3300.0 52.294000000000004 16.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,25,18,8,3,5,51,6,58,30,81,71,77,2,78,28,36,13,34,35,16,23,62,12,33,45,68,54,46,21,43,37,32,53,29,20,7,27,47,70,9,61,49,0,73,66,63,15,80,56,76,22,57,14,64,11,42,72,67,65,40,60,59,69,1 3254.0 73.35 13.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,34,25,71,3,5,51,6,58,30,81,8,77,2,78,28,36,13,18,35,16,23,62,80,64,32,68,9,42,21,37,33,45,29,43,47,27,7,12,22,54,61,49,46,73,66,63,15,59,56,53,20,57,14,11,70,0,72,67,65,40,60,76,69,1 3154.0 64.65800000000002 15.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,25,34,8,3,5,51,42,58,30,81,71,77,2,78,28,36,13,18,35,16,23,62,80,64,32,68,9,0,21,37,33,45,29,43,47,27,7,12,54,61,49,46,73,20,66,15,63,56,59,70,57,14,11,53,22,6,72,67,65,40,60,76,69,1 3085.0 60.158 16.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,25,34,71,3,5,51,42,58,30,81,8,77,2,78,28,36,13,18,35,16,23,62,80,64,32,68,9,0,21,37,33,45,29,43,47,27,7,12,54,61,49,46,73,20,66,15,63,56,59,70,57,14,11,53,22,6,72,67,65,40,60,76,69,1 3080.0 62.75800000000001 16.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,25,18,8,3,5,51,70,58,21,81,0,71,77,34,78,28,36,32,12,13,35,33,23,62,45,68,54,46,30,43,37,16,53,29,20,7,27,47,6,9,61,49,2,73,66,63,15,80,56,76,22,57,14,11,64,42,72,67,65,40,60,59,69,1 3262.0 55.216 15.0
31,10,50,55,24,79,26,48,6,19,74,41,75,38,39,17,44,4,25,67,8,3,5,51,52,58,21,81,0,71,77,34,78,28,36,32,35,16,23,62,80,64,13,68,9,2,30,37,33,45,29,43,47,27,7,12,22,54,61,49,46,73,20,66,59,15,56,53,63,57,14,11,70,42,72,18,65,40,60,76,69,1 3454.0 57.208 14.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,34,25,8,3,5,51,6,58,30,81,71,77,2,78,28,36,13,18,35,16,23,62,80,64,32,68,9,0,21,37,33,45,29,43,47,27,7,12,54,22,61,49,46,73,20,66,15,59,56,53,63,57,14,11,70,42,72,67,65,40,60,76,69,1 3135.0 71.558 15.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,25,34,8,3,5,51,6,58,30,81,71,77,2,78,28,36,13,18,35,16,23,62,80,64,32,68,9,42,21,37,33,45,29,43,47,27,7,12,22,54,61,49,46,73,66,63,15,59,56,53,70,57,14,76,11,0,72,67,65,40,60,20,69,1 3159.0 63.92999999999999 15.0
31,10,50,55,24,79,26,48,52,19,74,41,75,38,39,17,44,4,18,25,8,3,5,51,59,58,21,81,0,71,77,34,78,28,36,32,12,13,35,33,23,62,45,68,9,46,30,43,37,16,53,29,20,7,27,47,6,54,61,49,2,73,66,63,15,80,56,76,22,57,14,11,70,42,72,67,65,40,60,64,69,1 3219.0 52.43 17.0
