# Problem = StaticVNFPlacementProblem
# Variables = 1
# Objectives = 3
54,2,61,51,57,74,42,85,83,20,1,72,16,56,65,86,10,62,47,59,30,68,0,33,44,29,31,87,75,12,67,23,18,6,55,39,81,63,80,32,26,5,50,19,15,17,43,38,41,73,66,24,71,14,77,53,88,11,7,36,64,35,58,82,49,45,13,9,48,52,79,40,4,76,46,27,78,3,37,84,8,25,69,22,28,21,70,34,60 4381.0 74.27900000000001 14.0
88,2,35,19,57,74,11,85,26,82,1,50,16,45,65,80,24,36,29,6,55,68,5,33,61,47,63,3,40,72,18,56,58,59,49,43,66,28,86,34,83,67,12,51,4,30,78,21,60,52,54,10,17,41,75,42,81,20,73,62,23,44,0,53,71,38,31,9,15,7,79,77,48,76,46,27,39,87,37,84,8,25,69,22,13,64,70,32,14 4017.0 68.55 15.0
88,2,35,19,57,74,11,85,26,82,1,50,16,45,65,80,24,36,29,6,55,68,5,33,61,47,63,3,40,72,18,56,58,59,49,43,66,28,86,34,83,67,12,51,4,30,78,21,60,52,54,10,17,41,75,42,81,20,73,62,23,44,0,53,71,38,31,9,39,7,79,77,48,76,46,27,15,69,37,84,8,25,87,22,13,64,70,32,14 4022.0 67.99 15.0
45,66,59,81,74,55,80,78,27,7,85,83,32,48,33,37,2,13,51,42,50,10,38,87,40,30,0,39,56,6,58,17,36,31,43,49,77,86,57,44,19,75,22,68,18,65,23,53,60,52,54,79,29,41,26,16,82,63,21,76,28,35,69,62,3,84,70,1,71,64,12,11,20,73,15,8,88,25,46,72,9,24,34,14,47,67,4,61,5 4127.0 88.23000000000002 14.0
54,2,61,51,57,74,42,85,83,20,1,72,16,56,65,86,10,62,47,59,30,68,0,33,44,29,31,87,75,12,67,23,18,6,55,39,81,63,80,32,26,5,50,19,15,17,43,38,41,14,27,73,77,24,71,53,88,11,7,36,64,35,58,82,49,45,13,9,48,52,79,40,4,76,46,66,78,3,37,84,8,25,69,22,28,21,70,34,60 4412.0 73.23599999999999 14.0
45,77,36,14,74,79,11,78,27,1,48,53,38,58,61,49,41,5,37,73,55,71,87,67,32,51,23,54,46,18,16,42,30,13,75,63,29,43,3,17,59,25,39,85,40,10,35,15,84,88,66,24,60,44,47,52,4,86,34,68,62,81,57,31,65,7,56,2,12,22,83,20,50,82,9,64,70,6,72,76,33,80,19,8,0,26,21,69,28 3999.0 70.19000000000001 15.0
45,61,36,54,74,3,21,78,10,1,48,57,85,69,79,5,16,44,37,29,55,15,80,75,32,51,64,59,40,18,0,42,2,19,67,35,33,23,66,28,31,84,6,82,4,17,43,38,41,14,27,73,77,24,71,53,88,11,76,86,87,68,62,81,60,13,65,7,26,9,22,49,20,70,52,56,25,39,46,72,8,12,34,30,63,47,50,58,83 4115.0 65.89 15.0
78,0,85,58,34,40,86,45,81,9,59,39,38,47,17,24,4,37,55,44,87,7,57,77,74,10,2,32,42,31,51,61,6,66,48,19,30,43,13,52,49,75,22,68,18,65,23,53,60,56,54,79,29,41,26,16,82,63,21,76,28,35,69,62,3,84,70,1,71,64,12,11,20,73,15,8,88,25,46,72,50,33,80,27,83,14,67,36,5 3617.0 51.24 16.0
45,83,36,41,74,79,11,78,27,1,48,53,88,58,4,10,24,3,37,73,18,30,80,75,32,59,64,43,40,81,0,42,20,19,67,35,62,66,87,68,84,56,22,12,44,85,21,23,77,60,52,14,13,17,86,2,15,25,51,82,71,57,29,65,33,9,55,34,7,6,61,5,49,39,28,16,76,26,50,70,72,8,31,54,46,63,47,69,38 3897.0 75.92 15.0
#
69,22,80,0,52,72,6,3,35,54,23,19,59,77,38,7,49,41,8,25,73,5,42,40,29,62,78,12,51,57,16,79,48,21,2,74,56,11,65,15,34,63,53,82,46,81,67,83,28,87,60,13,43,30,85,50,4,66,37,10,61,31,44,26,32,18,24,84,71,20,33,86,36,76,55,75,45,14,64,1,17,68,39,9,88,47,27,70,58 3902.0 71.31 15.0
