w1,w3,w6,w7,w10
22.070999999999998,30.557999999999996,21.891,20.765,27.022
21.299999999999997,32.897,22.06,21.160999999999998,24.98
21.689999999999998,31.299999999999997,21.496,23.062,26.474999999999994
21.439999999999998,30.039999999999992,21.665,21.02,27.42
