w1,w2,w3,w4,w5,w6,w7,w8,w9,w10
33.44,62.514,40.3,76.352,60.104000000000006,38.75,35.28,62.970000000000006,62.970000000000006,33.56
34.74,62.10100000000001,36.712,82.86000000000001,57.222,35.623999999999995,36.244,75.72500000000001,75.72500000000001,36.66
39.040000000000006,55.32600000000001,41.748,83.772,57.03600000000001,44.20400000000001,24.380000000000003,66.25,72.4,36.2
37.42,66.834,37.99,86.316,57.040000000000006,57.53,31.504000000000005,66.291,66.291,32.86
