DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
12,13,12,15,14,,,,,
12,11,13,16,14,,,,,
12,13,11,16,15,,,,,
12,11,12,14,13,,,,,
11,13,11,15,16,,,,,
12,11,11,15,14,,,,,
11,11,12,15,13,,,,,
9,13,13,14,15,,,,,
13,14,12,13,16,,,,,
12,12,11,11,15,,,,,
,,,,,,,,,
12,12,12,14,15,,12,,,
12,13,12,15,15,,12,,,
,,,,,,,,,
,,,,,,,,,
12,12,12,13,12,12,14,15,15,15
