DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
1882,2016,5444,5361,5233,,,,,
5472,1924,5268,5324,5318,,,,,
5442,3974,5695,5341,5080,,,,,
1977,3903,5299,5523,5320,,,,,
1900,4068,5355,5162,5198,,,,,
5277,4022,5682,5020,4873,,,,,
5449,1923,5547,5210,5201,,,,,
5444,4028,5581,5486,5082,,,,,
5524,3971,5255,5019,5088,,,,,
1942,4102,5398,4929,5035,,,,,
,,,,,,,,,
4031,3393,5452,5238,5143,,3393,,,
5360,3973,5421,5267,5143,,3973,,,
,,,,,,,,,
,,,,,,,,,
4031,5360,3393,3973,5452,5421,5238,5267,5143,5143
