DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
3571,3389,3282,3160,3127,,,,,
3345,3307,3426,3233,2995,,,,,
3266,3357,3389,3141,3278,,,,,
3386,3434,3233,3053,3056,,,,,
3387,3422,3189,2873,3167,,,,,
3284,3425,3355,3259,2967,,,,,
3218,3371,3349,2965,3048,,,,,
3176,3455,3416,3401,3126,,,,,
3405,3207,3327,3101,3227,,,,,
3321,3363,3283,3230,2969,,,,,
,,,,,,,,,
3336,3373,3325,3142,3096,,3096,,,
3333,3380,3338,3151,3091,,3091,,,
,,,,,,,,,
,,,,,,,,,
3336,3333,3373,3380,3325,3338,3142,3151,3096,3091
