DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
10,10,11,15,16,,,,,
9,9,12,16,13,,,,,
8,10,13,16,16,,,,,
9,10,12,15,15,,,,,
10,9,13,13,14,,,,,
8,10,11,16,16,,,,,
8,8,12,13,13,,,,,
9,9,14,15,10,,,,,
9,9,12,17,14,,,,,
8,9,11,14,16,,,,,
,,,,,,,,,
9,9,12,15,14,,9,,,
9,9,12,15,15,,9,,,
,,,,,,,,,
,,,,,,,,,
9,9,9,9,12,12,15,15,14,15
