DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
1678,1734,1771,1614,1572,,,,,
1716,1690,1686,1549,1676,,,,,
1766,1689,1752,1572,1721,,,,,
1815,1824,1795,1615,1657,,,,,
1660,1727,1756,1593,1670,,,,,
1742,1803,1791,1579,1565,,,,,
1778,1763,1820,1601,1634,,,,,
1698,1762,1694,1631,1691,,,,,
1816,1765,1735,1540,1615,,,,,
1719,1720,1783,1603,1679,,,,,
,,,,,,,,,
1739,1748,1758,1590,1648,,1590,,,
1731,1748,1764,1597,1664,,1597,,,
,,,,,,,,,
,,,,,,,,,
1739,1731,1748,1748,1758,1764,1590,1597,1648,1664
