DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
3638,2114,3448,3262,3403,,,,,
2203,3606,3501,3399,3483,,,,,
2226,2256,3650,3505,3144,,,,,
3644,3884,3654,3409,3253,,,,,
3522,3725,3672,3320,3400,,,,,
3613,2200,3529,3615,3506,,,,,
3532,2248,3567,3293,3600,,,,,
3695,2206,3610,3345,3299,,,,,
3469,3567,3629,3261,3334,,,,,
3578,3721,3671,3689,3399,,,,,
,,,,,,,,,
3312,2953,3593,3410,3382,,2953,,,
3555,2912,3620,3372,3400,,2912,,,
,,,,,,,,,
,,,,,,,,,
3312,3555,2953,2912,3593,3620,3410,3372,3382,3400
