DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
1306,1304,1296,1203,1256,,,,,
1322,1297,1263,1085,1198,,,,,
1428,1264,1314,1143,1273,,,,,
1240,1263,1288,1108,1139,,,,,
1325,1313,1322,1106,1085,,,,,
1354,1351,1343,1254,1173,,,,,
1308,1297,1248,1272,1165,,,,,
1283,1313,1358,1206,1202,,,,,
1302,1326,1336,1135,1129,,,,,
1269,1284,1255,1136,1132,,,,,
,,,,,,,,,
1314,1301,1302,1165,1175,,1165,,,
1307,1301,1305,1140,1169,,1140,,,
,,,,,,,,,
,,,,,,,,,
1314,1307,1301,1301,1302,1305,1165,1140,1175,1169
