DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
9,10,22,24,21,,,,,
25,10,25,22,25,,,,,
19,15,21,26,24,,,,,
11,14,21,26,21,,,,,
10,16,21,26,25,,,,,
22,17,22,28,27,,,,,
20,10,23,25,23,,,,,
22,14,22,24,23,,,,,
23,15,20,27,25,,,,,
11,14,23,28,22,,,,,
,,,,,,,,,
17,14,22,26,24,,14,,,
20,14,22,26,24,,14,,,
,,,,,,,,,
,,,,,,,,,
17,20,14,14,22,22,26,26,24,24
