DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
18,17,19,22,22,,,,,
20,16,19,18,19,,,,,
19,21,21,27,21,,,,,
16,20,20,22,19,,,,,
18,19,18,22,20,,,,,
17,19,18,21,21,,,,,
19,20,16,21,20,,,,,
21,16,20,24,19,,,,,
15,18,19,21,22,,,,,
16,18,18,24,17,,,,,
,,,,,,,,,
18,18,19,22,20,,18,,,
18,19,19,22,20,,18,,,
,,,,,,,,,
,,,,,,,,,
18,18,18,19,19,19,22,22,20,20
