DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
6,6,6,7,7,,,,,
6,6,6,7,9,,,,,
6,7,6,8,8,,,,,
5,6,5,8,8,,,,,
7,6,6,8,9,,,,,
7,5,5,7,9,,,,,
5,7,6,9,8,,,,,
6,6,5,8,9,,,,,
5,6,6,9,9,,,,,
5,6,6,9,6,,,,,
,,,,,,,,,
6,6,6,8,8,,6,,,
6,6,6,8,9,,6,,,
,,,,,,,,,
,,,,,,,,,
6,6,6,6,6,6,8,8,8,9
