DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
1525,1337,2384,2096,2290,,,,,
1515,1422,2540,2171,2296,,,,,
1424,1520,2412,2120,2269,,,,,
1525,1390,2436,2344,2215,,,,,
1392,1568,2483,2409,2340,,,,,
1522,1471,2570,2254,2219,,,,,
1477,1513,2439,2457,2175,,,,,
1477,1498,2485,2210,2474,,,,,
1541,1506,2534,2272,2121,,,,,
1409,1490,2559,2244,2286,,,,,
,,,,,,,,,
1481,1472,2484,2258,2269,,1472,,,
1496,1494,2484,2249,2278,,1494,,,
,,,,,,,,,
,,,,,,,,,
1481,1496,1472,1494,2484,2484,2258,2249,2269,2278
