DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
1167.0,1243.0,1195.0,1090.0,1186.0
1155.0,1249.0,1179.0,1141.0,1093.0
1131.0,1113.0,1166.0,1104.0,1054.0
1202.0,1136.0,1202.0,1057.0,1167.0
1270.0,1140.0,1169.0,1059.0,1049.0
1227.0,1164.0,1187.0,1204.0,1102.0
1190.0,1169.0,1155.0,1035.0,1072.0
1182.0,1238.0,1171.0,1061.0,1068.0
1219.0,1159.0,1169.0,1081.0,1094.0
1226.0,1165.0,1145.0,1013.0,1175.0
