w1:30,w7:33,w10:41,w3:44,w6:56
0.7906451451612904,0.8565155260545906,0.9819963447580646,1.1223711550868487,0.7015244908498759
0.843160859345351,0.8440618244416873,0.9731277782258063,1.0391032000620348,0.7289272253928867
0.7926247076612902,0.7249474423076923,0.9667885685483872,1.1166146228287843,0.7605591754032257
0.7852039213709678,0.9098370725806453,0.8928611848635236,1.1801615211435073,0.7240476949441687
0.7972225249689827,0.8347468914392059,0.9743464032258067,1.0278054550248141,0.7956966873449134
0.8064093729838709,0.7811907901674939,0.9684918940756824,1.085031800248139,0.7599381203473946
0.7849639213709678,0.8363198244416873,0.9764271129032258,1.1330762382133996,0.8469277589433417
0.7936367076612902,0.8240825342741933,0.9961250141129034,1.1802767938804555,0.8611466501240694
0.7855579213709678,0.7655420240384616,0.9339992816377172,1.0051410625,0.8070576696650125
0.785803921370968,0.8003505648263027,0.9983736532258065,1.1302777045595533,0.7458019545595533
