DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
54.94799999999999,58.49000000000001,88.96700000000001,78.30000000000001,71.63
83.80999999999999,57.769999999999996,71.28500000000001,71.038,81.334
93.50500000000002,63.459999999999994,88.84,78.19,73.70599999999999
47.67,54.71,83.81400000000002,76.88000000000001,74.454
43.87,58.604,89.78999999999999,75.654,70.404
79.214,58.15,79.38000000000001,69.26,62.26
89.06099999999999,52.20000000000001,84.93800000000002,80.73600000000002,79.00000000000001
85.35,64.09,84.688,87.24600000000001,78.909
84.865,59.839999999999996,79.92999999999998,71.24500000000002,67.92000000000002
49.088,69.93,74.13500000000002,73.85000000000001,69.13500000000002
