w1:30,w7:33,w10:41,w3:44,w6:56
0.8427162729528536,0.8421951510545904,0.9727516310483871,1.0876515406327543,0.758870497828784
0.7567447237903225,0.8421891510545904,0.9259287059553349,1.1710120645161288,0.8039651445409429
1.0231522029569893,0.790559875930521,0.9465322116935486,1.0285008517369727,0.8343353688811188
0.7840099213709679,0.8225667619416873,0.839255423076923,1.155343407361456,0.74603318372622
0.7927647076612903,0.8423051510545905,1.0025555987903225,1.1236867599255584,0.8656241071133168
0.7818923588709679,0.730913527760546,0.9051956954094293,1.083685193548387,0.7983798467741935
0.774930620967742,0.8682974373449132,0.9967167782258064,1.1120871935483871,0.706626451923077
0.7587118125,0.8423291510545906,0.9383893371588091,1.0972309568858563,0.6773696757133995
0.7943060100806452,0.8267453749999998,0.9899343225806453,0.9779144433933004,0.7910425641025642
0.789247885080645,0.8118159354838709,0.991701808467742,1.0471131687344912,0.7273019378101737
