w1:30,w7:33,w10:41,w3:44,w6:56
0.7763716875,0.8630608869416875,0.8877771228287843,1.1055278521505374,1.4663721446960298
0.7659485,0.7460802518610422,0.8850516358560794,1.0642878759305212,1.4158526076302729
0.7695833754652606,0.834462891439206,0.9907779838709678,1.1796805690653434,1.3420140885545906
0.782282358870968,0.8408024491315136,0.9053536954094294,1.032146789081886,1.416514225806452
0.7906651451612903,0.868711437344913,0.885739558312655,1.085245144540943,1.3229002217741939
0.7851139213709679,0.8369058244416873,0.8581128197890819,1.0768962600806453,1.378517317204301
0.7931847076612903,0.8415091510545906,0.9524346532258064,1.0448975024813896,1.4624105910815943
0.782012358870968,0.7722558566997518,0.9749564032258065,1.1653613128101739,1.2922331485215055
0.7764432963709678,0.7680968486352358,0.8757028304900747,1.0637415825062035,1.4369550683933001
0.7910904475806452,0.8355978244416873,0.8829314404466502,1.0851715210918114,1.466456803763441
