DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
3638.0,2114.0,3448.0,3262.0,3403.0
2203.0,3606.0,3501.0,3399.0,3483.0
2226.0,2256.0,3650.0,3505.0,3144.0
3644.0,3884.0,3654.0,3409.0,3253.0
3522.0,3725.0,3672.0,3320.0,3400.0
3613.0,2200.0,3529.0,3615.0,3506.0
3532.0,2248.0,3567.0,3293.0,3600.0
3695.0,2206.0,3610.0,3345.0,3299.0
3469.0,3567.0,3629.0,3261.0,3334.0
3578.0,3721.0,3671.0,3689.0,3399.0
