w1:30,w7:33,w10:41,w3:44,w6:56
44000.0,56000.0,66300.0,68600.0,74100.0
49800.0,40300.0,61600.0,97900.0,77800.0
45500.0,44400.0,59400.0,64400.0,75500.0
40100.0,42000.0,67500.0,65800.0,104100.0
41600.0,43800.0,61900.0,77500.0,109600.0
56900.0,62900.0,64200.0,95400.0,93900.0
37400.0,64400.0,67000.0,63900.0,116000.0
42300.0,55200.0,65400.0,67700.0,86200.0
44600.0,46900.0,56800.0,66400.0,96500.0
37600.0,47100.0,66600.0,72200.0,88500.0
