w1:30,w7:33,w10:41,w3:44,w6:56
56600.0,65100.0,62900.0,119100.0,97100.0
47100.0,53000.0,76300.0,59600.0,100500.0
41100.0,62900.0,80000.0,68200.0,94500.0
57100.0,47200.0,70700.0,63300.0,88700.0
42600.0,41900.0,75800.0,63200.0,104100.0
48700.0,52600.0,61500.0,84200.0,91900.0
40900.0,53600.0,71400.0,66800.0,85000.0
43200.0,55400.0,75700.0,82700.0,123600.0
45500.0,46500.0,67000.0,96600.0,75500.0
54100.0,46600.0,75700.0,70800.0,99800.0
