w1:30,w7:33,w10:41,w3:44,w6:56
55300.0,67700.0,84000.0,106400.0,108700.0
52300.0,64000.0,76600.0,107100.0,133200.0
52500.0,71200.0,85400.0,98000.0,114800.0
57800.0,66500.0,91100.0,93300.0,115600.0
53400.0,72000.0,84000.0,113300.0,123500.0
54800.0,74500.0,90300.0,103600.0,132500.0
53200.0,62600.0,92100.0,107900.0,119500.0
52900.0,75800.0,77300.0,98000.0,121700.0
54400.0,71500.0,84200.0,100400.0,129700.0
50500.0,64800.0,90400.0,105400.0,131500.0
