DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
9.0,10.0,22.0,24.0,21.0
25.0,10.0,25.0,22.0,25.0
19.0,15.0,21.0,26.0,24.0
11.0,14.0,21.0,26.0,21.0
10.0,16.0,21.0,26.0,25.0
22.0,17.0,22.0,28.0,27.0
20.0,10.0,23.0,25.0,23.0
22.0,14.0,22.0,24.0,23.0
23.0,15.0,20.0,27.0,25.0
11.0,14.0,23.0,28.0,22.0
