DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
2124.0,2050.0,2051.0,1743.0,2127.0
2010.0,1962.0,2041.0,1997.0,1673.0
2142.0,1995.0,1982.0,1722.0,1715.0
1993.0,2137.0,1952.0,1740.0,1696.0
2029.0,2112.0,2080.0,1831.0,1730.0
2014.0,2016.0,2036.0,1964.0,1884.0
2025.0,2075.0,2040.0,1721.0,1746.0
2052.0,2008.0,1989.0,1760.0,1854.0
1962.0,2078.0,1988.0,1741.0,1942.0
2095.0,1986.0,2008.0,1786.0,1770.0
