DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
35.79600000000001,52.484,37.965,30.499999999999996,38.24000000000001
36.86000000000001,44.524000000000015,39.04,57.916000000000004,43.019999999999996
42.82,67.24000000000001,41.440000000000005,34.66,38.636
31.72,51.70400000000001,41.16,36.697,38.885000000000005
35.080000000000005,36.56,44.292,42.644999999999996,32.505
43.660000000000004,35.099999999999994,39.608,44.220000000000006,43.800000000000004
36.120000000000005,48.24,43.86,55.437000000000005,32.59
48.360000000000014,45.14,41.199999999999996,38.452,36.58500000000001
44.24400000000001,39.44,47.529999999999994,44.905,39.43
30.500000000000004,51.064,44.14000000000001,52.425,35.555
