DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA
23.1,23.92,25.52,22.676000000000002,28.424000000000003
23.919999999999998,23.919999999999998,31.18,24.1,26.48
28.05,26.220000000000002,23.919999999999998,39.144,26.75
31.419999999999998,23.1,24.14,24.98,23.096000000000004
23.919999999999998,23.919999999999998,23.919999999999998,26.220000000000002,21.28
27.080000000000002,32.480000000000004,23.919999999999998,24.044,17.804000000000002
23.919999999999998,23.919999999999998,20.54,29.19,18.8
32.620000000000005,23.919999999999998,29.764000000000003,26.26,27.460000000000004
27.424,25.34,28.36,23.060000000000002,23.26
23.096000000000004,24.14,23.1,25.62,23.240000000000002
