w1:30,w7:33,w10:41,w3:44,w6:56
0.8075535271493213,0.8110636612903225,1.0038370745967744,1.25060610200485,1.4212252197580648
0.7354089435483872,0.8512257147405486,1.0206567957506203,1.4210224276261374,1.391627230952515
0.7415519545595534,0.9085974233870966,0.9900011526054592,1.2324569187344914,1.364580541718362
0.7321737171215882,0.8276363144796379,1.0285189193548387,1.086055864536199,1.3546758149813898
0.7304071975806452,0.8713589137717123,0.8173829832506204,1.1296520647350752,1.3995957273573203
0.7793427338709678,0.7084028663151364,0.9095665564516131,1.1001206438172042,1.6163371615275142
0.8199224004524888,0.8586247115384614,1.005450804435484,1.1772543171161145,1.4004904576612907
0.8148703262571156,0.8733982862903226,1.1353548467741934,1.4315068138440863,1.4225944695725683
0.7900478376331922,0.7714476778846154,1.0046987650434245,1.1830793608870969,1.5721243419117645
0.7399489379652605,0.8755267065756822,0.9174064832506204,1.5574640201612904,1.4309574388957815
