DNSGAII-A,DNSGAII-B,NSGAIII,MOEAD,RVEA,,,,,
4227,4026,3617,3628,3583,,,,,
4073,1924,3920,3673,3709,,,,,
3743,3600,3849,3662,3730,,,,,
3958,3903,4143,3759,3488,,,,,
3961,4068,3999,3775,3570,,,,,
3804,4182,3905,3577,3553,,,,,
3751,3753,3986,3842,3770,,,,,
4073,4028,3886,3972,3832,,,,,
3878,3971,3708,3658,3870,,,,,
4099,4102,4082,3755,3490,,,,,
,,,,,,,,,
3957,3756,3910,3730,3660,,3660,,,
3960,3999,3913,3714,3646,,3646,,,
,,,,,,,,,
,,,,,,,,,
3957,3960,3756,3999,3910,3913,3730,3714,3660,3646
